open close qty
0.00029550977466680066 -0.00029550977466680066 0
0.00030983073939784783 -0.00030983073939784783 0
0.0003507498044829566 -0.0003507498044829566 0
0.0003703140323722811 -0.0003703140323722811 0
0.0004056321766340202 -0.0004056321766340202 0
0.00041331811583645325 -0.00041331811583645325 0
0.000416532503767518 -0.000416532503767518 0
0.0004373945128829266 -0.0004373945128829266 0
0.00045673119480289093 -0.00045673119480289093 0
0.0004899283607757354 -0.0004899283607757354 0
0.0005237974818085179 -0.0005237974818085179 0
0.0005705064457657131 -0.0005705064457657131 0
0.000614098019934884 -0.000614098019934884 0
0.0006762966497856526 -0.0006762966497856526 0
