open close qty
0.00011829611349958527 -0.00011829611349958527 1
0.00011957238435766343 -0.00011957238435766343 1
0.00013425808039989345 -0.00013425808039989345 1
0.00013641577098714528 -0.00013641577098714528 1
0.000141666510322659 -0.000141666510322659 1
0.00014392672113472334 -0.00014392672113472334 1
0.00014798875096848547 -0.00014798875096848547 1
0.00015095157671143314 -0.00015095157671143314 1
0.0001542564899782218 -0.0001542564899782218 1
0.00015678598210060751 -0.00015678598210060751 1
0.00015880705642234391 -0.00015880705642234391 1
0.00016135223103759901 -0.00016135223103759901 1
0.00016319669429830011 -0.00016319669429830011 1
0.00017022263165412057 -0.00017022263165412057 1
0.00017611001028703267 -0.00017611001028703267 1
0.00018058068669867935 -0.00018058068669867935 1
0.00018590122867905001 -0.00018590122867905001 1
0.0001893459832415295 -0.0001893459832415295 1
0.00019268030128085473 -0.00019268030128085473 1
0.0001985145351120531 -0.0001985145351120531 1
0.00020476909852960441 -0.00020476909852960441 1
0.00020794163595911906 -0.00020794163595911906 1
0.00021305539383713586 -0.00021305539383713586 1
0.00025200570163930744 -0.00025200570163930744 1
0.0002637778140104586 -0.0002637778140104586 1
0.00027729139771741986 -0.00027729139771741986 1
0.0003819716635577501 -0.0003819716635577501 1
0.0003940407633606743 -0.0003940407633606743 1
0.0003965350075262064 -0.0003965350075262064 1
0.00043338214321747353 -0.00043338214321747353 1
0.0004467882489975866 -0.0004467882489975866 1
0.0004515502292088593 -0.0004515502292088593 1
0.00046957044410332035 -0.00046957044410332035 1
